fips,votes,"Percent of adults with less than a high school diploma, 2011-2015","Percent of adults with a high school diploma only, 2011-2015","Percent of adults completing some college or associate's degree, 2011-2015","Percent of adults with a bachelor's degree or higher, 2011-2015",Unemployment_rate_2015,POP_ESTIMATE_2015,Amish,Buddhist,Catholic,Christian Generic,Eastern Orthodox,Hindu,Jewish,Mainline Christian,Mormon,Muslim,Non-Catholic Christian,Other,Other Christian,Other Misc,Pentecostal / Charismatic,Protestant Denomination,Zoroastrian,MedHHInc2014,PerCapitaInc,PovertyUnder18Pct2014,PovertyAllAgesPct2014,Deep_Pov_All,Deep_Pov_Children,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units,age_total_pop,0-4_rate,5-9_rate,10-14_rate,15-19_rate,20-24_rate,25-29_rate,30-34_rate,35-39_rate,40-44_rate,45-49_rate,50-54_rate,55-59_rate,60-64_rate,65-69_rate,70-74_rate,75-79_rate,80-84_rate,85+_rate,TOT_MALE_rate,TOT_FEMALE_rate,WHITE_MALE_rate,WHITE_FEMALE_rate,BLACK_MALE_rate,BLACK_FEMALE_rate,NATIVE_AMERICAN_MALE_rate,NATIVE_AMERICAN_FEMALE_rate,ASIAN_MALE_rate,ASIAN_FEMALE_rate,HAWAIIAN_PACIFIC_MALE_rate,HAWAIIAN_PACIFIC_FEMALE_rate,MULTI_MALE_rate,MULTI_FEMALE_rate,WHITE_rate,BLACK_rate,NATIVE_AMERICAN_rate,HAWAIIAN_PACIFIC_rate,MULTI_rate,voter_turnout_rate,Democrat
1001,24661,12.8,33.5,30.4,23.2,5.2,55347,0,0,64,628,0,0,0,133,15,0,337,15,4,38,113,1,0,54366,24644,18.1,13.1,5.925573914,10.18616833,54571,22135,604.39,9.95,594.44,91.8,37.2,55347,0.058377148,0.067447197,0.067447197,0.070012828,0.063978174,0.06101505,0.062297866,0.062478544,0.072361646,0.070518727,0.074529785,0.066128245,0.053011003,0,0.037617215,0.027860589,0.018176234,0.012195783,0.48524762,0.51475238,0.378069272,0.394601333,0.090393337,0.101197897,0.002186207,0.002637903,0.00498672,0,0.00057817,0.00041556,0.009033913,0,0.772670605,0.191591233,0.00482411,0.00099373,0.009033913,0.445570672,0
1003,94090,10.5,28.8,31.8,29,5.5,203709,0,0,154,446,1,0,0,137,5,0,206,8,10,34,55,2,0,49626,26851,19.8,13,5.876926992,8.716452742,182265,104061,2027.31,437.53,1589.78,114.6,65.5,203709,0.055279835,0.061087139,0.061087139,0.060552062,0.054852756,0.056237083,0.05710597,0.0598059,0.063885248,0.06491613,0.071224148,0.071415598,0.067969506,0,0.050886313,0.034441286,0.021776161,0.019660398,0.487391328,0.512608672,0.424743138,0.445920406,0.046522245,0.04886382,0.003632633,0.003755357,0.004182437,0,0.000279811,0.000323992,0.008031064,0,0.870663545,0.095386065,0.00738799,0.000603802,0.008031064,0.461884355,0
1005,10390,26.7,34.5,26.3,12.5,8.9,26489,0,0,41,519,0,0,0,172,9,0,276,9,0,33,35,1,0,34971,17350,38.1,25.4,12.40553376,24.23618263,27457,11829,904.52,19.64,884.88,31,13.4,26489,0.055683491,0.061950243,0.061950243,0.053078636,0.066782438,0.071161614,0.071576881,0.061685983,0.064517347,0.064819359,0.070255578,0.064290838,0.062629771,0,0.044018272,0.030012458,0.019593039,0.017441202,0.534108498,0.465891502,0.267998037,0.233153384,0.253992223,0.22311148,0.003397637,0.002378346,0.002151837,0,0.001094794,0.00075503,0.00547397,0,0.501151421,0.477103703,0.005775982,0.001849824,0.00547397,0.392238288,0
1007,8748,19.3,42.1,27.9,10.6,6.6,22583,0,0,0,498,0,0,0,65,0,0,389,0,0,12,30,1,0,39546,18110,26.8,18.1,5.890995261,6.770940523,22915,8981,626.17,3.59,622.58,36.8,14.4,22583,0.053668689,0.056502679,0.056502679,0.059735199,0.064074746,0.07430368,0.070406943,0.068060045,0.072045344,0.073373777,0.076252048,0.06584599,0.057609706,0,0.037328964,0.028649869,0.016693973,0.015232697,0.538900943,0.461099057,0.392463357,0.368241598,0.138024177,0.084134083,0.001992649,0.002258336,0.000841341,0,0.001151309,0.000221405,0.00442811,0,0.760704955,0.222158261,0.004250985,0.001372714,0.00442811,0.387371031,0
1009,25384,21.5,33.4,32.2,12.9,5.4,57673,0,0,165,563,0,0,0,73,5,0,431,5,1,17,39,0,0,45567,20501,24.1,17.5,7.187779199,13.50388836,57322,23887,650.63,5.85,644.78,88.9,37,57673,0.058797011,0.063894717,0.063894717,0.063912056,0.058762332,0.057375202,0.058692976,0.061241829,0.0658367,0.068957745,0.070691658,0.066582283,0.063010421,0,0.045914033,0.032354828,0.020564215,0.016558875,0.494078685,0.505921315,0.47349713,0.484212717,0.010334125,0.008461498,0.00301701,0.003519845,0.001127044,0,0.000693565,0.000416139,0.00540981,0,0.957709847,0.018795624,0.006536854,0.001109705,0.00540981,0.440136632,0
1011,4701,35.1,33.3,17.7,13.9,7.8,10696,0,0,8,567,0,0,0,281,0,0,261,4,0,23,3,3,0,26580,17706,43.1,35.1,11.29715355,21.32805629,10914,4493,625.14,2.34,622.8,17.5,7.2,10696,0.058994016,0.064697083,0.064697083,0.0539454,0.067595363,0.073204936,0.073672401,0.06329469,0.070774121,0.062172775,0.071802543,0.072643979,0.063668661,0,0.037490651,0.02842184,0.018605086,0.017857143,0.547587883,0.452412117,0.168006731,0.10368362,0.364435303,0.335172027,0.003833209,0.004581152,0.001121915,0,0.003833209,0.003178758,0.006357517,0,0.271690352,0.69960733,0.008414361,0.007011967,0.006357517,0.439510097,1
1013,8685,22.2,37.7,25.6,14.5,7.5,20154,0,0,7,571,0,0,0,129,4,0,356,11,36,33,20,1,0,32512,18115,36.7,25,9.308194774,17.28991597,20947,9964,777.88,1.05,776.83,27,12.8,20154,0.060633125,0.066239952,0.066239952,0.065545301,0.059194205,0.057209487,0.059392676,0.060831597,0.056365982,0.056018656,0.065892627,0.071946016,0.071747544,0,0.041133274,0.034137144,0.023320433,0.027786047,0.464969733,0.535030267,0.255879726,0.27964672,0.198620621,0.244169892,0.00168701,0.001835864,0.00481294,0,0.000297708,0.000198472,0.003671728,0,0.535526446,0.442790513,0.003522874,0.000496179,0.003671728,0.430931825,0
1015,47376,19.1,31.8,31.5,17.6,7,115620,0,0,54,672,0,0,0,104,9,2,417,13,3,85,58,3,0,41123,21306,28.1,20.5,9.303588477,14.92670788,118572,53289,612.29,6.42,605.87,195.7,88,115620,0.057792769,0.060759384,0.060759384,0.066683965,0.068854869,0.06911434,0.060802629,0.060681543,0.060119357,0.062290261,0.069477599,0.072227988,0.065827711,0,0.040131465,0.028662861,0.020653866,0.01760941,0.482226258,0.517773742,0.368534856,0.387130254,0.097837744,0.113942225,0.002871476,0.002413077,0.003779623,0,0.000518941,0.000423802,0.008683619,0,0.75566511,0.211779969,0.005284553,0.000942743,0.008683619,0.409756098,0
1017,13778,21.1,38.4,29,11.6,6,34123,0,0,14,636,0,0,0,146,6,0,431,6,19,15,22,0,0,34116,21240,31.6,21.3,11.79983954,24.31098313,34215,17004,603.11,6.58,596.53,57.4,28.5,34123,0.060369839,0.058113296,0.058113296,0.058963163,0.063974445,0.062538464,0.055094804,0.055563696,0.060692202,0.065791402,0.072561029,0.074114234,0.069425314,0,0.046859889,0.032294933,0.022330979,0.022096533,0.478855904,0.521144096,0.28057322,0.298156669,0.185446766,0.212056384,0.001318759,0.00137737,0.005656009,0,0.000439586,0.000146529,0.005421563,0,0.578729889,0.39750315,0.002696129,0.000586115,0.005421563,0.40377458,0
1019,10503,20.5,36.4,29.3,13.8,5.4,25859,0,0,0,479,0,0,0,68,0,0,385,0,0,7,17,0,0,38013,22234,27.9,18.6,6.026453784,9.399075501,25989,16267,599.98,46.28,553.7,46.9,29.4,25859,0.049035152,0.054603813,0.054603813,0.058548281,0.055261224,0.05019529,0.046134808,0.052206195,0.063923586,0.068022739,0.074403496,0.080126842,0.073475386,0,0.058354925,0.039638037,0.02308674,0.01693801,0.496500251,0.503499749,0.460071929,0.466375343,0.023744151,0.023550795,0.003325728,0.002590974,0.000966781,0,0.000154685,0.000116014,0.008236977,0,0.926447272,0.047294946,0.005916702,0.000270699,0.008236977,0.406164198,0
1021,18255,21.6,39.2,25.1,14.1,5.7,43943,0,0,32,676,0,0,0,56,5,0,505,5,2,44,65,2,0,41450,21718,27.6,18.1,8.392238392,14.49165402,43643,19278,700.8,7.95,692.85,63,27.8,43943,0.063946476,0.067997178,0.067997178,0.061875612,0.060965341,0.062080422,0.060669504,0.065311881,0.065721503,0.064356098,0.069066746,0.069658421,0.062353503,0,0.039960858,0.027649455,0.018250916,0.016157295,0.491454839,0.508545161,0.428145552,0.442436793,0.051134424,0.054115559,0.002685297,0.002230162,0.00182054,0,0.001206108,0.000614432,0.006462918,0,0.870582345,0.105249983,0.004915459,0.00182054,0.006462918,0.415424527,0
1023,7268,23.6,36.8,27.8,11.8,9.1,13170,0,0,8,685,0,0,0,203,11,0,340,11,0,27,110,3,0,35049,21268,31.9,25,6.175149701,10.34364261,13859,7269,920.86,7.36,913.5,15.2,8,13170,0.049582384,0.053986333,0.053986333,0.061503417,0.056567957,0.048595292,0.051860289,0.053606682,0.059605163,0.065527715,0.076006074,0.078511769,0.071222475,0,0.057327259,0.038496583,0.027182992,0.023538345,0.474715262,0.525284738,0.278587699,0.290432802,0.191799544,0.230372058,0.000987092,0.000835232,0.000683371,0,7.59E-05,7.59E-05,0.002581625,0,0.569020501,0.422171602,0.001822323,0.00015186,0.002581625,0.551860289,0
1025,12936,19.5,43.9,23.7,12.9,11.8,24675,0,0,0,788,0,0,0,181,3,0,525,3,0,27,48,5,0,36620,20022,33.7,24.9,13.05982086,16.08082866,25833,12638,1252.57,14.11,1238.46,20.9,10.2,24675,0.053090172,0.056778116,0.056778116,0.068409321,0.065126646,0.053657548,0.05414387,0.059574468,0.060790274,0.065248227,0.07343465,0.074609929,0.063424519,0,0.047497467,0.035866261,0.023059777,0.020952381,0.472745694,0.527254306,0.261843972,0.278986829,0.203444782,0.238865248,0.001783181,0.002431611,0.002147923,0,0.000162107,0,0.003363728,0,0.5408308,0.44231003,0.004214792,0.000162107,0.003363728,0.524255319,0
1027,6572,24.9,36.3,29.2,9.6,6.2,13555,0,0,26,726,0,0,0,103,0,0,576,0,0,16,27,2,0,35940,18957,28.9,19.5,7.280385078,10.45729657,13932,6776,606,2.04,603.96,23.1,11.2,13555,0.053338252,0.058354851,0.058354851,0.065584655,0.057174474,0.054075987,0.051272593,0.055477684,0.064478052,0.06757654,0.076281815,0.074142383,0.065363335,0,0.050092217,0.03924751,0.024861675,0.022574696,0.49339727,0.50660273,0.408262634,0.417853191,0.071486536,0.074216156,0.002582073,0.003393582,0.00125415,0,0,0,0.009811878,0,0.826115824,0.145702693,0.005975655,0,0.009811878,0.484839543,0
1029,6532,24.9,38.3,24.8,12.1,6,15018,0,0,0,765,0,0,0,87,0,0,633,0,0,10,34,0,0,40418,19736,24.8,17,8.234421365,15.80717489,14972,6718,561.01,0.91,560.1,26.7,12,15018,0.057397789,0.063057664,0.063057664,0.063190838,0.057464376,0.054800906,0.055999467,0.055000666,0.06725263,0.067518977,0.071381009,0.066786523,0.065255027,0,0.049673725,0.034092422,0.022173392,0.019176988,0.494340125,0.505659875,0.4673059,0.476894393,0.017379145,0.018977227,0.002197363,0.002197363,0.000532694,0,0.000665868,0.00019976,0.006259156,0,0.944200293,0.036356372,0.004394726,0.000865628,0.006259156,0.434944733,0
1031,20513,15.4,29.5,31.3,23.9,5.9,51211,0,0,62,613,0,0,0,103,16,0,449,16,0,8,52,0,0,46931,24204,25,16.8,7.384547779,12.58201146,49948,22330,680.49,1.52,678.97,73.6,32.9,51211,0.06020191,0.065708539,0.065708539,0.066548203,0.060045693,0.063462928,0.064302591,0.063267657,0.068598543,0.067114487,0.067641718,0.065649958,0.059049814,0,0.039132218,0.030423151,0.020327664,0.016871375,0.496338677,0.503661323,0.379996485,0.38056277,0.087852219,0.091659995,0.007322646,0.006736834,0.005604265,0,0.002694734,0.00152311,0.012868329,0,0.760559255,0.179512214,0.014059479,0.004217844,0.012868329,0.400558474,0
1033,24626,16.1,34.5,30.7,18.6,7.9,54354,0,0,52,668,0,0,0,183,0,0,443,0,0,23,16,0,0,43057,21763,25.3,16.7,7.688317463,11.66427183,54428,25758,622.13,29.51,592.62,91.8,43.5,54354,0.055469699,0.060786695,0.060786695,0.061964161,0.058670935,0.061541009,0.056591971,0.058946904,0.061412224,0.065183795,0.073352467,0.073223682,0.066048497,0,0.046969864,0.033576186,0.024358833,0.022555838,0.481546896,0.518453104,0.390182875,0.415480001,0.076516908,0.088070795,0.003330022,0.002870074,0.002262943,0,0.000220775,0.000294367,0.009033374,0,0.805662877,0.164587703,0.006200096,0.000515141,0.009033374,0.453066932,0
1035,6543,21.9,44.5,25.4,8.2,9.2,12672,0,0,0,550,0,0,0,137,0,0,377,20,20,0,35,0,0,29101,15441,41.2,30.6,13.04919554,24.0510697,13228,7093,852.72,2.57,850.16,15.6,8.3,12672,0.055397727,0.059738005,0.059738005,0.061395202,0.060763889,0.050741793,0.050426136,0.05145202,0.057607323,0.060290404,0.071180556,0.079861111,0.070785985,0,0.053424874,0.038983586,0.023042929,0.0234375,0.480666035,0.519333965,0.25552399,0.259943182,0.215672348,0.250868056,0.002130682,0.001893939,0.000710227,0,0.000236742,0.000157828,0.006392045,0,0.515467172,0.466540404,0.004024621,0.000394571,0.006392045,0.516335227,0
1037,5223,25.9,37.6,28,8.5,6.7,10724,0,0,0,532,0,0,0,112,0,0,353,0,0,52,14,0,0,34679,17749,29,18.8,8.664292888,16.51075772,11539,6478,666.35,15.42,650.93,17.7,10,10724,0.047836628,0.04848937,0.04848937,0.053618053,0.05464379,0.051380082,0.049328609,0.052032824,0.066113391,0.074505781,0.082618426,0.092875793,0.084483402,0,0.050634092,0.033476315,0.018649758,0.018929504,0.502237971,0.497762029,0.339425587,0.332618426,0.15227527,0.153487505,0.003916449,0.00233122,0.000559493,0,0.000652742,0.000932488,0.00540843,0,0.672044013,0.305762775,0.006247669,0.001585229,0.00540843,0.487038419,0
1039,15818,20.2,33.6,31.9,14.3,7.1,37835,0,0,15,604,0,0,0,103,7,0,429,7,0,32,37,1,0,36149,20941,30.2,20.8,7.923291792,14.84811665,37765,18829,1043.79,13.33,1030.46,36.6,18.3,37835,0.059733051,0.06012951,0.06012951,0.059918065,0.057037135,0.056270649,0.055636316,0.055001982,0.059495176,0.060367385,0.072128981,0.075512092,0.066975023,0,0.049292983,0.036844192,0.026800581,0.025928373,0.482066869,0.517933131,0.406792652,0.433804678,0.061715343,0.070093828,0.003541694,0.003303819,0.002140875,0,5.29E-05,5.29E-05,0.007823444,0,0.840597331,0.131809171,0.006845513,0.000105722,0.007823444,0.418078499,0
1041,6252,22,38,25.7,14.3,6,13963,0,0,0,615,0,0,0,126,15,0,417,16,0,21,49,0,0,34445,20366,28,21.2,5.572146551,6.514249922,13906,6735,610.92,2.08,608.84,22.8,11.1,13963,0.05987252,0.064097973,0.064097973,0.060087374,0.061448113,0.05822531,0.054357946,0.058798253,0.063238559,0.060302227,0.074769032,0.072906968,0.065816802,0,0.04390174,0.029793024,0.020339469,0.022559622,0.487789157,0.512210843,0.35228819,0.36460646,0.114302084,0.127623004,0.002578242,0.002864714,0.008522524,0,0.000286471,0.000358089,0.009811645,0,0.71689465,0.241925088,0.005442956,0.000644561,0.009811645,0.44775478,0
1043,37278,18.2,34.7,32.6,14.6,5.3,82005,0,0,114,715,0,0,0,120,7,0,471,7,0,60,62,1,0,39922,21105,23.5,17.2,6.661137709,10.4263309,80406,37054,755.02,20.18,734.84,109.4,50.4,82005,0.059081763,0.061471861,0.061471861,0.060984086,0.059301262,0.064422901,0.05935004,0.060532894,0.063642461,0.063618072,0.071227364,0.069983538,0.063142491,0,0.046180111,0.033973538,0.021840132,0.016645327,0.493847936,0.506152064,0.473007743,0.48709225,0.008487287,0.006670325,0.003219316,0.002914456,0.002268154,0,0.000243888,0.000329248,0.006621547,0,0.960099994,0.015157612,0.006133772,0.000573136,0.006621547,0.454582038,0
1045,18617,14.6,32.2,36.8,16.4,6.4,49565,0,0,11,469,0,0,0,109,17,0,282,17,0,26,50,1,0,41940,22368,33.5,22.4,7.190697292,10.26564988,50251,22677,562.7,1.55,561.15,89.6,40.4,49565,0.063532735,0.066014325,0.066014325,0.0612529,0.068758196,0.073237163,0.071723999,0.059013417,0.061394129,0.058024816,0.066276606,0.06910118,0.058670433,0,0.040048421,0.028447493,0.020417633,0.015757087,0.492686371,0.507313629,0.375224453,0.370442853,0.093856552,0.108201352,0.004317563,0.004176334,0.005265813,0,0.000746495,0.000786846,0.013275497,0,0.745667306,0.202057904,0.008493897,0.00153334,0.013275497,0.375607788,0
1047,18730,21.9,34.6,29.4,14,9.6,41131,1,0,24,584,0,0,0,139,7,0,338,9,4,76,17,7,0,26602,17614,49.5,35.2,18.57034617,34.5812357,43820,20208,993.8,15.11,978.69,44.8,20.6,41131,0.067297172,0.070652306,0.070652306,0.069096302,0.067637548,0.059565778,0.057085896,0.054606015,0.055262454,0.055675768,0.070457806,0.075879507,0.065230605,0,0.040480416,0.029004887,0.019109674,0.017505045,0.462862561,0.537137439,0.139845858,0.148890132,0.315577059,0.381099414,0.001215628,0.000899565,0.002479881,0,0.000218813,0.000145875,0.003525322,0,0.28873599,0.696676473,0.002115193,0.000364688,0.003525322,0.455374292,1
1049,26086,27.6,35.2,26,11.2,6,71130,0,0,74,512,0,0,0,73,3,0,360,3,1,27,42,7,0,36241,18416,36.5,24,7.996071007,13.27228534,71109,31109,778.69,1.59,777.09,91.5,40,71130,0.060761985,0.070293828,0.070293828,0.065696612,0.061675805,0.058667229,0.059271756,0.063700267,0.066118375,0.066990018,0.068058484,0.066301139,0.060733868,0,0.041093772,0.028342472,0.018993392,0.015267819,0.493097146,0.506902854,0.455532124,0.468634894,0.011022072,0.010712779,0.010220723,0.01082525,0.001658934,0,0.003823984,0.003360045,0.010839308,0,0.924167018,0.021734852,0.021045972,0.007184029,0.010839308,0.36673696,0
1051,36905,13.4,35.4,29.8,21.4,5.1,81468,0,0,17,454,0,0,0,109,6,0,273,6,3,38,29,0,0,54298,24185,20.7,14.4,5.467718048,9.244109948,79303,32657,657.04,38.56,618.48,128.2,52.8,81468,0.058440124,0.062147101,0.062147101,0.062638091,0.069953847,0.068468601,0.065694506,0.066713311,0.070015221,0.06776894,0.073182108,0.067228851,0.057323121,0,0.03756076,0.025556047,0.015110227,0.014103697,0.485515785,0.514484215,0.365800069,0.391540237,0.105992537,0.107355035,0.002381303,0.002098984,0.002921392,0,0.000540089,0.000601463,0.007880395,0,0.757340305,0.213347572,0.004480287,0.001141553,0.007880395,0.452999951,0
1053,15213,20.1,42.1,25.2,12.5,7,37789,1,0,27,572,0,0,0,90,0,0,387,14,14,30,60,1,0,37077,16673,31.6,25.1,11.87118796,18.23794823,38319,16486,953.14,8.06,945.08,40.5,17.4,37789,0.060202704,0.062848977,0.062848977,0.057238879,0.063960412,0.066315594,0.066262669,0.063986874,0.068353224,0.062954828,0.068803091,0.069200032,0.059858689,0,0.043028395,0.032443304,0.020746778,0.016962608,0.512583027,0.487416973,0.310937045,0.308581862,0.173595491,0.150996322,0.017227235,0.017359549,0.00116436,0,0.000370478,0.000158776,0.009288417,0,0.619518908,0.324591812,0.034586785,0.000529255,0.009288417,0.40257747,0
1055,43474,17.5,31.9,34.5,16,6.1,103057,0,0,146,717,0,0,0,94,7,5,523,13,0,41,53,3,0,39904,20445,29.5,19,7.283099224,12.25834606,104430,47454,548.63,13.64,534.99,195.2,88.7,103057,0.057026694,0.058850927,0.058850927,0.063023375,0.062266513,0.060752787,0.05767682,0.059287579,0.066380741,0.067438408,0.069117091,0.071213018,0.067234637,0,0.042558972,0.031797937,0.020978682,0.019319406,0.482752263,0.517247737,0.393490981,0.416662624,0.0726006,0.084283455,0.003367069,0.002668426,0.004259779,0,0.001581649,0.001280845,0.007452187,0,0.810153604,0.156884054,0.006035495,0.002862494,0.007452187,0.421844222,0
1057,8196,22.4,38.8,24.6,14.1,7,16759,0,0,10,627,0,0,0,180,7,0,392,7,0,7,47,0,0,35664,19040,29.2,20.6,7.431707026,10.47952586,17241,8437,629.36,1.7,627.66,27.5,13.4,16759,0.053046124,0.061161167,0.061161167,0.062414225,0.061220837,0.0525091,0.053642819,0.055552241,0.060027448,0.063786622,0.071841995,0.072140343,0.070588937,0,0.051494719,0.040575213,0.02416612,0.019034549,0.494301569,0.505698431,0.427233128,0.433080733,0.057819679,0.063309267,0.002327108,0.0021481,0.000954711,0,0,5.97E-05,0.005966943,0,0.860313861,0.121128946,0.004475207,5.97E-05,0.005966943,0.489050659,0
1059,11955,25.4,37.5,25.7,11.4,6.4,31696,0,0,93,582,0,0,0,128,14,0,389,14,0,27,36,0,0,33881,18559,35.5,23.1,9.020923175,14.17714885,31704,14022,646.52,12.7,633.82,50,22.1,31696,0.06477158,0.069851085,0.069851085,0.064834679,0.065087077,0.063067895,0.060670116,0.062626199,0.067358657,0.062247602,0.065623423,0.064519182,0.059345028,0,0.040383645,0.031013377,0.021201413,0.016248107,0.5,0.5,0.452580767,0.461477789,0.028205452,0.021927057,0.008360676,0.006215295,0.001703685,0,0.000820293,0.001640586,0.008329127,0,0.914058556,0.050132509,0.014575972,0.002460878,0.008329127,0.377176931,0
1061,11659,21,37.1,29.6,12.3,5.9,26777,0,0,3,594,0,0,0,108,7,11,429,19,0,10,45,0,0,34425,20027,36.4,23.9,9.653137648,16.59200551,26790,12687,578.95,4.54,574.41,46.6,22.1,26777,0.057848153,0.060051537,0.060051537,0.059640736,0.054375023,0.05646637,0.053067931,0.058258954,0.060537028,0.067483288,0.072226164,0.071778018,0.06763267,0,0.048773201,0.037420174,0.023378272,0.020950816,0.492624267,0.507375733,0.430556074,0.439743063,0.046271054,0.050154984,0.005116331,0.004966949,0.001643201,0,0.000448146,0.000186727,0.008589461,0,0.870299137,0.096426037,0.01008328,0.000634873,0.008589461,0.435410987,0
